loci	length
R026613	478
R026614	447
R026615	418
R026616	538
R026617	488
R026618	637
R026619	465
R026620	489
R026621	489
R026622	354
R026623	457
R026624	473
R026625	348
R026626	379
R026627	586
R026628	204
R026629	555
R026630	652
R026631	417
R026632	458
R026633	461
R026634	490
R026635	601
R026636	469
R026637	524
R026638	465
R026639	508
R026640	447
R026641	550
R026642	442
R026643	218
R026644	496
R026645	662
R026646	549
R026647	434
R026648	269
R026649	261
R026650	563
R026651	558
R026652	299
R026653	332
R026654	639
R026655	497
R026656	556
R026657	567
R026658	475
R026659	99
R026660	438
R026661	601
R026662	516
R026663	457
R026664	670
R026665	401
R026666	320
R026667	555
R026668	465
R026669	526
R026670	154
R026671	559
R026672	570
R026673	653
R026674	507
R026675	293
R026676	488
R026677	489
R026678	598
R026679	622
R026680	521
R026681	692
R026682	521
R026683	514
R026684	363
R026685	376
R026686	358
R026687	513
R026688	274
R026689	580
R026690	562
R026691	613
R026692	535
R026693	606
R026694	568
R026695	612
R026696	305
R026697	648
R026698	481
R026699	354
R026700	549
R026701	504
R026702	299
R026703	506
R026704	454
R026705	456
R026706	474
R026707	447
R026708	539
R026709	285
R026710	102
R026711	575
R026712	566
R026713	542
R026714	325
R026715	416
R026716	466
R026717	503
R026718	557
R026719	148
R026720	554
R026721	585
R026722	183
R026723	472
R026724	581
R026725	477
R026726	596
R026727	679
R026728	526
R026729	523
R026730	514
R026731	498
R026732	577
R026733	272
R026734	518
R026735	477
R026736	81
R026737	455
R026738	584
R026739	491
R026740	528
R026741	355
R026742	350
R026743	351
R026744	442
R026745	475
R026746	194
R026747	432
R026748	441
R026749	586
R026750	455
R026751	195
R026752	357
R026753	280
R026754	443
R026755	295
R026756	456
R026757	576
R026758	419
R026759	420
R026760	466
R026761	579
R026762	541
R026763	617
R026764	449
R026765	438
R026766	193
R026767	613
R026768	456
R026769	446
R026770	468
R026771	510
R026772	278
R026773	323
R026774	515
R026775	462
R026776	326
R026777	524
R026778	566
R026779	244
R026780	518
R026781	472
R026782	304
R026783	503
R026784	429
R026785	468
R026786	398
R026787	286
R026788	502
R026789	456
R026790	436
R026791	446
R026792	401
R026793	381
R026794	666
R026795	566
R026796	391
R026797	363
R026798	623
R026799	353
R026800	347
R026801	505
R026802	501
R026803	532
R026804	669
R026805	618
R026806	618
R026807	380
R026808	461
R026809	221
R026810	495
R026811	406
R026812	542
R026813	552
R026814	132
R026815	502
R026816	569
R026817	363
R026818	591
R026819	482
R026820	283
R026821	543
R026822	569
R026823	508
R026824	356
R026825	317
R026826	389
R026827	504
R026828	545
R026829	589
R026830	132
R026831	484
R026832	362
R026833	494
R026834	389
R026835	261
R026836	430
R026837	448
R026838	498
R026839	200
R026840	715
R026841	171
R026842	392
R026843	440
R026844	452
R026845	428
R026846	492
R026847	655
R026848	687
R026849	160
R026850	580
R026851	413
R026852	498
R026853	613
R026854	662
R026855	550
R026856	154
R026857	526
R026858	634
R026859	531
R026860	627
R026861	506
R026862	550
R026863	436
R026864	456
R026865	644
R026866	331
R026867	325
R026868	564
R026869	578
R026870	376
R026871	476
R026872	447
R026873	389
R026874	726
R026875	620
R026876	470
R026877	479
R026878	523
R026879	444
R026880	507
R026881	583
R026882	485
R026883	585
R026884	80
R026885	443
R026886	642
R026887	202
R026888	364
R026889	535
R026890	564
R026891	605
R026892	442
R026893	383
R026894	499
R026895	676
R026896	182
R026897	257
R026898	429
R026899	89
R026900	435
R026901	374
R026902	593
R026903	510
R026904	235
R026905	366
R026906	313
R026907	471
R026908	408
R026909	89
R026910	474
R026911	480
R026912	486
R026913	494
R026914	729
R026915	314
R026916	478
R026917	500
R026918	546
R026919	486
R026920	434
R026921	558
R026922	490
R026923	500
R026924	413
R026925	371
R026926	486
R026927	475
R026928	474
R026929	473
R026930	661
R026931	741
R026932	508
R026933	528
R026934	535
R026935	444
R026936	325
R026937	545
R026938	528
R026939	532
R026940	571
R026941	548
R026942	629
R026943	260
R026944	438
R026945	514
R026946	511
R026947	508
R026948	163
R026949	469
R026950	465
R026951	538
R026952	362
R026953	386
R026954	563
R026955	395
R026956	380
R026957	474
R026958	627
R026959	462
R026960	519
R026961	600
R026962	462
R026963	366
R026964	448
R026965	336
R026966	446
R026967	531
R026968	497
R026969	506
R026970	555
R026971	353
R026972	413
R026973	640
R026974	480
R026975	89
R026976	609
R026977	398
R026978	600
R026979	543
R026980	562
R026981	523
R026982	696
R026983	362
R026984	407
R026985	456
R026986	401
R026987	637
R026988	431
R026989	441
R026990	266
R026991	246
R026992	497
R026993	624
R026994	481
R026995	287
R026996	528
R026997	479
R026998	416
R027000	803
R027001	274
R027002	616
R027003	441
R027004	590
R027005	598
R027006	182
R027007	511
R027008	464
R027009	397
R027010	552
R027011	464
R027012	562
R027013	507
R027014	672
R027015	405
R027016	453
R027017	367
R027018	398
R027019	609
R027020	435
R027021	634
R027022	107
R027023	547
R027024	788
R027025	690
R027026	441
R027027	537
R027028	590
R027029	538
R027030	238
R027031	410
R027032	481
R027033	541
R027034	513
R027035	507
R027036	525
R027037	465
R027038	498
R027039	606
R027040	584
R027041	518
R027042	456
R027043	448
R027044	609
R027046	647
R027047	606
R027048	623
R027049	331
R027050	520
R027051	363
R027052	622
R027053	380
R027054	429
R027055	547
R027056	494
R027057	391
R027058	104
R027059	369
R027060	510
R027061	554
R027062	496
R027063	583
R027064	173
R027065	369
R027066	579
R027067	557
R027068	466
R027069	276
R027070	504
R027071	714
R027072	526
R027073	471
R027074	527
R027075	360
R027076	380
R027077	333
R027078	320
R027079	431
R027080	579
R027081	578
R027082	483
R027083	807
R027084	583
R027085	586
R027086	496
R027087	386
R027088	586
R027089	428
R027090	342
R027091	525
R027092	653
R027093	493
R027094	213
R027095	565
R027096	204
R027097	466
R027098	402
R027099	105
R027100	618
R027101	427
R027102	396
R027103	618
R027104	387
R027105	585
R027106	561
R027107	460
R027108	540
R027109	584
R027110	324
R027111	572
R027112	430
R027113	540
R027114	544
R027115	442
R027116	569
R027117	656
R027118	596
R027119	572
R027120	456
R027121	378
R027122	419
R027123	476
R027124	531
R027125	547
R027126	472
R027127	545
R027128	473
R027129	581
R027130	473
R027131	399
R027132	532
R027133	453
R027134	533
R027135	366
R027136	370
R027137	493
R027138	445
R027139	404
R027140	506
R027141	444
R027142	497
R027143	469
R027144	436
R027145	668
R027146	587
R027147	439
R027148	460
R027149	397
R027150	576
R027151	403
R027152	315
R027153	496
R027154	656
R027155	474
R027156	214
R027157	436
R027158	432
R027159	456
R027160	353
R027161	492
R027162	363
R027163	581
R027164	523
R027165	443
R027166	101
R027167	369
R027168	500
R027169	218
R027170	494
R027171	510
R027172	297
R027173	389
R027174	472
R027175	683
R027176	463
R027177	313
R027178	525
R027179	632
R027180	153
R027181	535
R027182	597
R027183	583
R027184	586
R027185	573
R027186	215
R027187	692
R027188	378
R027189	542
R027190	476
R027191	573
R027192	491
R027193	415
R027194	435
R027195	578
R027196	346
R027197	534
R027198	577
R027199	569
R027200	260
R027201	666
R027202	508
R027203	474
R027204	548
R027205	602
R027206	520
R027207	106
R027208	309
R027209	581
R027210	385
R027211	548
R027212	532
R027213	366
R027214	597
R027215	540
R027216	623
R027217	456
R027218	346
R027219	540
R027220	145
R027221	104
R027222	487
R027223	463
R027224	517
R027225	538
R027226	435
R027227	385
R027228	536
R027229	685
R027230	541
R027231	386
R027232	498
R027233	536
R027234	591
R027235	377
R027236	426
R027237	390
R027238	460
R027239	182
R027240	263
R027241	432
R027242	575
R027243	369
R027244	550
R027245	395
R027246	581
R027247	607
R027248	388
R027249	541
R027250	478
R027251	429
R027252	154
R027253	282
R027254	414
R027255	529
R027256	506
R027257	505
R027258	472
R027259	693
R027260	406
R027261	455
R027262	440
R027263	575
R027264	679
R027265	103
R027266	452
R027267	554
R027268	441
R027269	609
R027270	581
R027271	521
R027272	126
R027273	444
R027274	641
R027275	490
R027276	427
R027277	340
R027278	496
R027279	472
R027280	490
R027281	412
R027282	446
R027283	627
R027284	435
R027285	444
R027286	621
R027287	430
R027288	496
R027289	428
R027290	136
R027291	561
R027292	657
R027293	557
R027294	205
R027295	485
R027296	464
R027297	559
R027298	486
R027299	559
R027300	503
R027301	317
R027302	127
R027303	823
R027304	527
R027306	512
R027307	573
R027308	345
R027309	474
R027310	430
R027311	360
R027312	745
R027313	273
R027314	478
R027315	553
R027316	313
R027317	392
R027318	467
R027319	478
R027320	222
R027321	507
R027322	483
R027323	367
R027324	520
R027325	529
R027326	632
R027327	629
R027328	502
R027329	349
R027330	547
R027331	281
R027332	115
R027333	492
R027334	486
R027335	354
R027336	160
R027337	338
R027338	602
R027339	469
R027340	543
R027341	679
R027342	183
R027343	562
R027344	501
R027345	529
R027346	392
R027347	444
R027348	471
R027349	609
R027350	197
R027351	464
R027352	328
R027353	592
R027354	538
R027355	325
R027356	293
R027357	285
R027358	516
R027359	466
R027360	396
R027361	534
R027362	616
R027363	444
R027364	514
R027365	442
R027366	440
R027367	482
R027368	279
R027369	112
R027370	89
R027371	359
R027372	478
R027373	245
R027374	375
R027375	356
R027376	559
R027377	200
R027378	618
R027379	658
R027380	435
R027381	448
R027382	188
R027383	329
R027384	525
R027385	403
R027386	455
R027387	535
R027388	447
R027389	610
R027390	487
R027391	427
R027392	602
R027393	375
R027394	428
R027395	580
R027396	216
R027397	460
R027398	494
R027399	459
R027400	702
R027401	392
R027402	511
R027403	481
R027404	444
R027405	115
R027406	266
R027407	540
R027408	456
R027409	380
R027410	540
R027411	623
R027412	613
R027413	122
R027414	674
R027415	538
R027416	323
R027417	482
R027418	535
R027419	624
R027420	573
R027421	372
R027422	551
R027423	164
R027424	336
R027425	582
R027426	180
R027427	213
R027428	252
R027429	524
R027430	613
R027431	148
R027432	434
R027433	303
R027434	569
R027435	409
R027436	647
R027437	370
R027438	522
R027439	588
R027440	457
R027441	364
R027442	479
R027443	563
R027444	584
R027445	515
R027446	462
R027447	192
R027448	538
R027449	107
R027450	549
R027451	344
R027452	224
R027453	589
R027454	368
R027455	656
R027456	615
R027457	457
R027458	519
R027459	325
R027460	464
R027461	201
R027462	507
R027463	585
R027464	655
R027465	401
R027466	393
R027467	471
R027468	377
R027469	584
R027470	361
R027471	616
R027472	571
R027473	587
R027474	425
R027475	590
R027476	380
R027477	447
R027478	322
R027479	145
R027480	414
R027481	245
R027482	539
R027483	573
R027484	674
R027485	472
R027486	346
R027487	304
R027488	108
R027489	585
R027490	606
R027491	432
R027492	657
R027494	339
R027495	285
R027496	598
R027497	526
R027498	464
R027499	431
R027500	631
R027501	403
R027502	599
R027503	226
R027504	517
R027505	461
R027506	395
R027507	424
R027508	566
R027509	508
R027510	179
R027511	606
R027512	469
R027513	232
R027514	573
R027515	386
R027516	475
R027517	262
R027518	358
R027519	341
R027520	538
R027521	494
R027522	391
R027523	235
R027524	426
R027525	612
R027526	594
R027527	446
R027528	135
R027529	378
R027530	650
R027531	224
R027532	481
R027533	474
R027534	340
R027535	509
R027536	509
R027537	593
R027538	435
R027539	394
R027540	607
R027541	507
R027542	513
R027543	638
R027544	580
R027545	359
R027546	477
R027547	649
R027548	538
R027549	422
R027550	316
R027551	484
R027552	329
R027553	402
R027554	368
R027555	544
R027556	556
R027557	89
R027558	586
R027559	656
R027560	458
R027561	471
R027562	557
R027563	187
R027564	368
R027565	565
R027566	429
R027567	295
R027568	553
R027569	685
R027570	648
R027571	502
R027572	561
R027573	473
R027574	305
R027575	662
R027576	553
R027577	664
R027578	514
R027579	504
R027580	348
R027581	516
R027582	508
R027583	556
R027584	578
R027585	593
R027586	576
R027587	511
R027588	616
R027589	168
R027590	457
R027591	462
R027592	417
R027593	607
R027594	515
R027595	500
R027596	485
R027597	656
R027598	409
R027599	560
R027600	279
R027601	572
R027602	509
R027603	531
R027604	535
R027605	432
R027606	372
R027607	398
R027608	375
R027609	344
R027610	277
R027611	472
R027612	490
R027613	553
R027614	484
R027615	473
R027616	438
R027617	336
R027618	486
R027619	647
R027620	490
R027621	178
R027622	460
R027623	455
R027624	295
R027625	552
R027626	604
R027627	196
R027628	526
R027629	177
R027630	266
R027631	341
R027632	457
R027633	360
R027634	607
R027635	425
R027636	511
R027637	114
R027638	475
R027639	608
R027640	399
R027641	277
R027642	532
R027643	465
R027644	582
R027645	486
R027646	543
R027647	565
R027648	473
R027649	425
R027650	518
R027651	490
R027652	131
R027653	337
R027654	699
R027655	289
R027656	388
R027657	560
R027658	543
R027659	551
R027660	625
R027661	465
R027662	555
R027663	358
R027664	413
R027665	437
R027666	265
R027667	568
R027668	534
R027669	466
R027670	378
R027671	643
R027672	661
R027673	587
R027674	376
R027675	451
R027676	337
R027677	357
R027678	456
R027679	242
R027680	488
R027681	495
R027682	474
R027683	444
R027684	321
R027685	427
R027686	735
R027687	619
R027688	388
R027689	466
R027690	411
R027691	602
R027692	360
R027693	553
R027694	551
R027695	457
R027696	532
R027697	625
R027699	496
R027700	416
R027701	517
R027702	414
R027703	463
R027704	441
R027705	237
R027706	639
R027707	415
R027708	530
R027709	563
R027710	321
R027711	598
R027712	556
R027713	608
R027714	615
R027715	612
R027716	504
R027717	330
R027719	547
R027720	335
R027721	402
R027722	390
R027723	539
R027724	431
R027725	555
R027726	613
R027727	553
R027728	382
R027729	635
R027730	459
R027731	530
R027732	598
R027733	491
R027734	594
R027735	551
R027736	452
R027737	395
R027738	381
R027739	669
R027740	264
R027741	378
R027742	518
R027743	542
R027744	516
R027745	631
R027746	365
R027747	435
R027748	332
R027749	323
R027750	329
R027751	578
R027752	542
R027753	603
R027754	441
R027755	609
R027756	89
R027757	753
R027758	603
R027759	497
R027760	459
R027761	607
R027762	214
R027763	242
R027764	453
R027765	527
R027766	503
R027767	498
R027768	644
R027769	554
R027770	533
R027771	598
R027772	570
R027773	624
R027774	248
R027775	550
R027776	555
R027777	116
R027778	417
R027779	415
R027780	496
R027781	478
R027782	223
R027783	476
R027784	649
R027785	458
R027786	527
R027787	528
R027788	531
R027789	589
R027790	200
R027791	564
R027792	521
R027793	641
R027794	457
R027795	472
R027796	617
R027797	539
R027798	290
R027799	463
R027800	107
R027801	497
R027802	551
R027803	328
R027804	306
R027805	643
R027806	220
R027807	568
R027808	451
R027809	881
R027810	253
R027811	673
R027812	426
R027813	427
R027814	362
R027815	611
R027816	306
R027817	314
R027818	693
R027819	438
R027820	422
R027821	564
R027822	635
R027823	472
R027824	406
R027825	571
R027826	555
R027827	451
R027828	192
R027829	129
R027830	401
R027831	507
R027832	450
R027833	522
R027834	438
R027835	549
R027836	503
R027837	586
R027838	509
R027839	532
R027840	273
R027841	126
R027842	487
R027843	465
R027844	489
R027845	527
R027846	554
R027847	369
R027848	439
R027849	640
R027850	591
R027851	408
R027852	448
R027853	361
R027854	424
R027855	462
R027856	394
R027857	614
R027858	518
R027859	517
R027860	442
R027861	500
R027862	575
R027863	176
R027864	467
R027865	428
R027866	602
R027867	414
R027868	489
R027869	397
R027870	575
R027871	242
R027872	501
R027873	551
R027874	573
R027875	364
R027876	409
R027877	584
R027878	478
R027879	589
R027881	488
R027882	380
R027883	305
R027884	533
R027885	464
R027886	377
R027887	435
R027888	508
R027889	459
R027890	491
R027891	553
R027892	476
R027893	214
R027894	579
R027895	531
R027896	474
R027897	450
R027898	630
R027899	398
R027900	514
R027901	415
R027902	477
R027903	514
R027904	457
R027905	477
R027906	589
R027907	596
R027908	643
R027909	173
R027910	603
R027911	208
R027912	434
R027913	502
R027914	603
R027915	621
R027916	238
R027917	252
R027918	589
R027919	385
R027920	513
R027921	447
R027922	493
R027923	369
R027924	119
R027925	725
R027926	440
R027927	670
R027928	428
R027929	352
R027930	89
R027931	571
R027932	416
R027933	424
R027934	421
R027935	366
R027936	544
R027937	435
R027938	451
R027939	488
R027940	649
R027941	443
R027942	509
R027943	581
R027944	468
R027945	470
R027946	639
R027947	324
R027948	219
R027949	627
R027950	617
R027951	560
R027952	288
R027953	149
R027954	284
R027955	549
R027956	561
R027957	531
R027958	440
R027959	537
R027960	390
R027961	241
R027962	153
R027963	372
R027964	459
R027965	609
R027966	487
R027967	200
R027968	366
R027969	422
R027970	511
R027971	416
R027972	480
R027973	102
R027974	572
R027975	537
R027976	529
R027977	668
R027978	673
R027979	535
R027980	128
R027981	359
R027982	395
R027983	612
R027984	644
R027985	313
R027986	356
R027987	536
R027988	485
R027989	576
R027990	549
R027991	177
R027992	669
R027993	520
R027994	455
R027995	315
R027996	549
R027997	287
R027998	607
R027999	629
R028000	466
R028001	365
R028002	411
R028003	462
R028004	696
R028005	615
R028006	507
R028007	485
R028008	593
R028009	374
R028010	495
R028011	506
R028012	419
R028013	649
R028014	622
R028015	506
R028016	640
R028017	435
R028018	328
R028019	518
R028020	442
R028021	606
R028022	478
R028023	565
R028024	584
R028025	422
R028026	216
R028027	242
R028028	507
R028029	597
R028030	483
R028031	358
R028032	410
R028033	400
R028034	483
R028035	279
R028036	122
R028037	548
R028038	606
R028039	541
R028040	98
